BDP,Pine,A,18.50,H,S,Y
BDP,Pine,A,10.90,H,S,Y
BDP,Pine,A,28.70,H,S,Y
BDP,Pine,A,25.40,H,S,Y
BDP,Pine,A,22.80,H,S,Y
BDP,Pine,A,24.30,H,S,Y
BDP,Pine,A,18.80,H,S,Y
BDP,Pine,A,27.30,H,S,Y
BDP,Pine,A,28.40,H,S,Y
BDP,Pine,A,19.20,H,S,Y
BDP,Pine,A,22.90,H,S,Y
BDP,Pine,A,34.70,H,S,Y
BDP,Pine,A,23.80,H,S,Y
BDP,Pine,A,22.20,H,S,Y
BDP,Pine,A,27.50,H,S,Y
BDP,Pine,A,23.20,H,S,Y
BDP,Pine,A,21.80,H,S,Y
BDP,Pine,A,19.10,H,S,Y
BDP,Pine,A,22.00,H,S,Y
BDP,Pine,A,24.50,H,S,Y
BDP,Pine,A,16.20,H,S,Y
BDP,Pine,A,29.30,H,S,Y
BDP,Pine,A,16.30,H,S,Y
BDP,Pine,A,19.40,H,S,Y
BDP,Pine,A,19.80,H,S,Y
BDP,Pine,A,28.00,H,S,Y
BDP,Pine,A,26.40,H,S,Y
BDP,Pine,A,27.70,H,S,Y
BDP,Pine,A,26.80,H,S,Y
BDP,Pine,A,18.90,H,S,Y
BDP,Pine,A,29.60,H,S,Y
BDP,Pine,A,28.40,H,S,Y
BDP,Pine,A,27.20,H,S,Y
BDP,Pine,A,30.20,H,S,Y
BDP,Pine,A,24.00,H,S,Y
BDP,Pine,A,19.00,H,S,Y
BDP,Pine,A,18.60,H,S,Y
BDP,Pine,A,15.40,H,S,Y
BDP,Pine,A,19.70,H,S,Y
BDP,Pine,A,23.20,H,S,Y
BDP,Pine,A,23.80,H,S,Y
BDP,Pine,A,27.70,H,S,Y
BDP,Pine,A,28.40,H,S,Y
BDP,Pine,A,27.30,H,S,Y
BDP,Pine,A,23.80,H,S,Y
BDP,Pine,A,19.50,H,S,Y
BDP,Pine,A,21.50,H,S,Y
BDP,Pine,A,23.80,H,S,Y
BDP,Pine,A,19.80,H,S,Y
BDP,Pine,A,22.70,H,S,Y
BDP,Pine,A,23.20,H,S,Y
BDP,Pine,A,25.80,H,S,Y
BDP,Pine,A,21.20,H,S,Y
BDP,Pine,A,27.40,H,S,Y
BDP,Pine,A,23.60,H,S,Y
BDP,Pine,A,26.00,H,S,Y
BDP,Pine,A,23.80,H,S,Y
BDP,Pine,A,21.00,H,S,Y
BDP,Pine,A,22.50,H,S,Y
BDP,Pine,A,15.70,H,S,Y
BDP,Pine,A,13.30,H,S,Y
BDP,Pine,A,18.00,H,S,Y
BDP,Pine,A,21.00,H,S,Y
BDP,Pine,A,13.60,H,S,Y
BDP,Pine,A,19.80,H,S,Y
BDP,Pine,A,25.40,H,S,Y
BDP,Pine,A,26.90,H,S,Y
BDP,Pine,A,27.50,H,S,Y
BDP,Pine,A,16.80,H,S,Y
BDP,Pine,A,23.50,H,S,Y
BDP,Pine,A,23.00,H,S,Y
BDP,Pine,A,28.40,H,S,Y
BDP,Pine,A,16.20,H,S,Y
BDP,Pine,A,25.10,H,S,Y
BDP,Pine,A,25.40,H,S,Y
BDP,Pine,A,20.00,H,S,Y
BDP,Pine,A,22.20,H,S,Y
BDP,Pine,A,20.90,H,S,Y
BDP,Pine,A,25.60,H,S,Y
BDP,Pine,A,23.10,H,S,Y
BDP,Pine,A,24.00,H,S,Y
BDP,Pine,A,26.80,H,S,Y
BDP,Pine,A,19.70,H,S,Y
BDP,Pine,A,23.60,H,S,Y
BDP,Pine,A,25.00,H,S,Y
BDP,Pine,A,31.40,H,S,Y
BDP,Pine,A,20.80,H,S,Y
BDP,Pine,A,21.70,H,S,Y
BDP,Pine,A,24.50,H,S,Y
